SKU,Catalogue Code,Product Name,Category,Brand,Sales Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Fabric Brand,Fabric Brand Range,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Recommended Usage (Hours),Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Commodity Code,ISPC Code,EAN Barcode,Last Updated
NSS01434,ROSESMOCEB1SCKT,Roselle 90cm Wide Armchair Ultima Mocha Faux Leather by Cristina Marrone Ebony Wood Feet With Socket,Armchairs,Roselle,,1961, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Hardwood & Polyurethane,Faux Leather,Mocca,true,Cristina Marrone,Ultima,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Mocca,Mocca,Ebony,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01435,ROSESMOCNE1,Roselle 90cm Wide Armchair Ultima Mocha Faux Leather by Cristina Marrone Light Wood Feet,Armchairs,Roselle,,1628, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Hardwood & Polyurethane,Faux Leather,Mocca,true,Cristina Marrone,Ultima,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Mocca,Mocca,Light Wood,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01436,ROSESMOCNE1SCKT,Roselle 90cm Wide Armchair Ultima Mocha Faux Leather by Cristina Marrone Light Wood Feet With Socket,Armchairs,Roselle,,1961, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Hardwood & Polyurethane,Faux Leather,Mocca,true,Cristina Marrone,Ultima,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Mocca,Mocca,Light Wood,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01437,ROSESPERCH1,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Chrome Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01438,ROSESPERCH1SCKT,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Chrome Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01439,ROSESPERMB1,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Matt Black Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01440,ROSESPERMB1SCKT,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Matt Black Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01441,ROSESPEREB1,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Ebony Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01442,ROSESPEREB1SCKT,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Ebony Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01443,ROSESPERNE1,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Light Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01444,ROSESPERNE1SCKT,Roselle 90cm Wide Armchair Era Perennial Fabric by Camira Light Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Perennial,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Perennial,Perennial,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01445,ROSESPRDCH1,Roselle 90cm Wide Armchair Era Period Fabric by Camira Chrome Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01446,ROSESPRDCH1SCKT,Roselle 90cm Wide Armchair Era Period Fabric by Camira Chrome Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01447,ROSESPRDMB1,Roselle 90cm Wide Armchair Era Period Fabric by Camira Matt Black Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01448,ROSESPRDMB1SCKT,Roselle 90cm Wide Armchair Era Period Fabric by Camira Matt Black Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01449,ROSESPRDEB1,Roselle 90cm Wide Armchair Era Period Fabric by Camira Ebony Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01450,ROSESPRDEB1SCKT,Roselle 90cm Wide Armchair Era Period Fabric by Camira Ebony Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01451,ROSESPRDNE1,Roselle 90cm Wide Armchair Era Period Fabric by Camira Light Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01452,ROSESPRDNE1SCKT,Roselle 90cm Wide Armchair Era Period Fabric by Camira Light Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Period,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Period,Period,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01461,ROSESPRECH1,Roselle 90cm Wide Armchair Era Present Fabric by Camira Chrome Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01462,ROSESPRECH1SCKT,Roselle 90cm Wide Armchair Era Present Fabric by Camira Chrome Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01463,ROSESPREMB1,Roselle 90cm Wide Armchair Era Present Fabric by Camira Matt Black Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01464,ROSESPREMB1SCKT,Roselle 90cm Wide Armchair Era Present Fabric by Camira Matt Black Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01465,ROSESPREEB1,Roselle 90cm Wide Armchair Era Present Fabric by Camira Ebony Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01466,ROSESPREEB1SCKT,Roselle 90cm Wide Armchair Era Present Fabric by Camira Ebony Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01467,ROSESPRENE1,Roselle 90cm Wide Armchair Era Present Fabric by Camira Light Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01468,ROSESPRENE1SCKT,Roselle 90cm Wide Armchair Era Present Fabric by Camira Light Wood Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Present,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Present,Present,Light Wood,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01469,ROSESPRICH1,Roselle 90cm Wide Armchair Era Prime Fabric by Camira Chrome Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Prime,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Prime,Prime,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01470,ROSESPRICH1SCKT,Roselle 90cm Wide Armchair Era Prime Fabric by Camira Chrome Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Prime,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Prime,Prime,Chrome,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01471,ROSESPRIMB1,Roselle 90cm Wide Armchair Era Prime Fabric by Camira Matt Black Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Prime,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Prime,Prime,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01472,ROSESPRIMB1SCKT,Roselle 90cm Wide Armchair Era Prime Fabric by Camira Matt Black Feet With Socket,Armchairs,Roselle,,1920, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Zen seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Prime,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Prime,Prime,Matte Black,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS01473,ROSESPRIEB1,Roselle 90cm Wide Armchair Era Prime Fabric by Camira Ebony Wood Feet,Armchairs,Roselle,,1587, Executive high back lounger style seating  Supportive lumbar cushions  Cushion covers removeable for easy cleaning  Double stitched seams for strength and neatness  Hardwood frame from sustainable source  Reflex memory foams  HD foam overlays to protect edges,"Students of Zen Buddhism cherish harmony. Roselle Seating puts users in harmony with their meeting environment by providing style, comfort and quality workmanship.","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",900,850,930,23,Fabric & Hardwood,Fabric,Prime,true,Camira,Era,680,590,460,High,700,930,true,Fixed,false,680,720,8,158,Prime,Prime,Ebony,Fabric,Fabric,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
